CG_GEOID,GEOID,GENT_IDX,UERPCTCHG,PCIPCTCHG,POVPCTCHG,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
CG17031800300,17031800300,0.614,-4.1,-3.9,2.1,3427,3297,3.9,35,44,-20.5,135,62,117.7,108,58,86.2,3143,3119,0.8,249,7.3,32,1,6.3,1954,57,1225,37.2,19.8,3427,0,3297,0,2928,3150,499,147,265.2
CG17031800400,17031800400,0.570625,2.1,-8.8,1.7,3714,3893,-4.6,0,24,-100,201,47,327.7,61,137,-55.5,3320,3616,-8.2,54,1.5,116,3,-1.5,2248,60.5,1294,33.2,27.3,3714,0,3893,0,3334,3831,380,62,604.3
CG17031800500,17031800500,0.553875,-0.2,10.8,-1.7,5065,4752,6.6,15,0,UNDEF,186,276,-32.6,168,186,-9.7,4546,4212,7.9,109,2.2,154,3.2,-1,2970,58.6,1398,29.4,29.2,5055,0.2,4752,0,4656,4307,399,445,-17.1
CG17031800600,17031800600,0.57275,2.7,-7.4,0.8,2539,2375,6.9,16,10,60,93,32,190.6,70,36,94.4,2333,2290,1.9,37,1.5,55,2.3,-0.8,1495,58.9,747,31.5,27.4,2539,0,2375,0,2331,2230,208,145,37.2
CG17031800700,17031800700,0.5025,-2.1,-9.8,-0.1,4990,5076,-1.7,9,71,-87.3,533,531,0.4,180,106,69.8,4181,4242,-1.4,175,3.5,178,3.5,0,2858,57.3,1829,36,21.3,4939,1,5034,0.8,4673,4836,266,198,39
CG17031800800,17031800800,0.645625,1.9,25.6,4.1,2164,2229,-2.9,18,0,UNDEF,331,116,185.3,54,69,-21.7,1761,1930,-8.8,197,9.1,315,14.1,-5,1393,64.4,1128,50.6,13.8,2164,0,2229,0,1849,2129,315,100,262.7
CG17031800900,17031800900,0.633,0.9,4.8,2.1,4323,4312,0.3,121,11,1000,1273,1144,11.3,304,236,28.8,2567,2912,-11.8,375,8.7,426,9.9,-1.2,2700,62.5,1558,36.1,26.4,4323,0,4312,0,3386,4123,937,189,503.7
CG17031801000,17031801000,0.550375,2,-5.1,0.7,4902,4725,3.7,34,38,-10.5,834,611,36.5,93,223,-58.3,3793,3853,-1.6,294,6,209,4.4,1.6,3095,63.1,1762,37.3,25.8,4902,0,4725,0,4036,4105,866,620,42.1
CG17031801100,17031801100,0.549875,-0.4,20.4,-1.1,4613,4706,-2,21,5,320,256,236,8.5,158,71,122.5,4059,4275,-5.1,96,2.1,261,5.5,-3.4,2915,63.2,1622,34.5,28.7,4608,0.1,4706,0,4276,4089,332,617,-48.5
CG17031801200,17031801200,0.409375,5.2,7.7,3,3461,3821,-9.4,16,27,-40.7,243,102,138.2,132,47,180.9,3011,3599,-16.3,60,1.7,116,3,-1.3,2278,65.8,1461,38.2,27.6,3456,0.1,3821,0,3339,3669,117,152,-15.4
CG17031801300,17031801300,0.675,0.8,37.3,-1,4632,4070,13.8,46,76,-39.5,336,250,34.4,109,110,-0.9,4067,3624,12.2,191,4.1,245,6,-1.9,2850,61.5,1478,36.3,25.2,4554,1.7,3886,4.5,3874,3088,680,798,-32.1
CG17031801400,17031801400,0.659125,-1,-9.7,-1.5,2986,2797,6.8,9,11,-18.2,392,322,21.7,273,253,7.9,2244,2134,5.2,251,8.4,273,9.8,-1.4,1739,58.2,1054,37.7,20.5,2986,0,2797,0,2537,2609,449,188,145.6
CG17031801500,17031801500,0.7235,-1.6,39.3,-1.4,6142,5914,3.9,259,175,48,324,572,-43.4,82,74,10.8,5313,4989,6.5,759,12.4,1012,17.1,-4.7,3895,63.4,2568,43.4,20,5744,6.5,5476,7.4,4633,4463,1111,1013,5.6
CG17031801601,17031801601,0.46275,3.1,-12.8,0.6,4634,4039,14.7,23,54,-57.4,659,509,29.5,73,136,-46.3,3857,3343,15.4,613,13.2,411,10.2,3,2802,60.5,1744,43.2,17.3,4473,3.5,4039,0,3932,3802,541,237,120.7
CG17031801603,17031801603,0.552625,-1.1,19.2,3.6,3961,4041,-2,283,394,-28.2,1328,1248,6.4,356,332,7.2,1972,2078,-5.1,666,16.8,659,16.3,0.5,2085,52.6,1694,41.9,10.7,3816,3.7,3832,5.2,1468,1643,2348,2189,20.1
CG17031801605,17031801605,0.566875,-1.4,10.6,1.4,5400,5793,-6.8,1,64,-98.4,769,650,18.3,137,29,372.4,4384,5016,-12.6,460,8.5,562,9.7,-1.2,3802,70.4,2298,39.7,30.7,5395,0.1,5793,0,5142,5632,253,161,72.1
CG17031801606,17031801606,0.61275,-1.9,-2.3,1.4,5949,5987,-0.6,0,30,-100,788,623,26.5,112,92,21.7,4930,5203,-5.2,879,14.8,894,14.9,-0.1,3549,59.7,2625,43.8,15.9,5949,0,5987,0,5114,5835,835,152,526.8
CG17031801607,17031801607,0.478,-1.9,-9,4.6,5416,5204,4.1,32,88,-63.6,1554,1372,13.3,188,65,189.2,3609,3640,-0.9,634,11.7,589,11.3,0.4,3318,61.3,2180,41.9,19.4,5402,0.3,5204,0,3720,3921,1682,1283,38.2
CG17031801608,17031801608,0.666125,4,-4.5,-2.2,6595,5960,10.7,13,0,UNDEF,1167,1135,2.8,168,188,-10.6,5082,4480,13.4,667,10.1,778,13.1,-3,4484,68,2674,44.9,23.1,6505,1.4,5804,2.6,5216,5236,1289,568,127.8
CG17031801701,17031801701,0.603,-3.8,35.6,0.2,3684,3983,-7.5,0,0,UNDEF,393,186,111.3,134,99,35.4,3126,3698,-15.5,130,3.5,198,5,-1.5,2325,63.1,1546,38.8,24.3,3684,0,3983,0,3544,3599,140,384,-63
CG17031801702,17031801702,0.625875,-0.9,1.9,-6.5,4739,4525,4.7,40,0,UNDEF,615,534,15.2,108,118,-8.5,3847,3851,-0.1,266,5.6,272,6,-0.4,2940,62,1947,43,19,4739,0,4525,0,4228,4078,511,447,10.3
CG17031801800,17031801800,0.496,0.5,-15.5,4.9,5905,5338,10.6,0,0,UNDEF,585,632,-7.4,0,141,-100,5266,4538,16,451,7.6,502,9.4,-1.8,3863,65.4,2419,45.3,20.1,5820,1.4,5338,0,5208,5064,612,274,117.2
CG17031801901,17031801901,0.558,-3.2,28.1,-0.7,4074,4209,-3.2,40,61,-34.4,404,273,48,530,699,-24.2,3052,3176,-3.9,584,14.3,816,19.4,-5.1,2551,62.6,1806,42.9,19.7,3955,2.9,4126,2,3364,3276,591,850,-32.3
CG17031801902,17031801902,0.541375,0.9,0.5,-0.3,3523,2964,18.9,85,0,UNDEF,213,195,9.2,169,35,382.9,2980,2651,12.4,260,7.4,209,7.1,0.3,1977,56.1,1252,42.2,13.9,3523,0,2964,0,3354,2750,169,214,-35.2
CG17031802002,17031802002,0.517625,-3.8,-1.1,-1.9,5080,5054,0.5,65,110,-40.9,543,655,-17.1,425,192,121.4,3928,4089,-3.9,865,17,716,14.2,2.8,2643,52,2054,40.6,11.4,4793,5.6,4805,4.9,4134,4435,659,370,91.1
CG17031802003,17031802003,0.592375,1.6,-8.7,9.1,2819,2537,11.1,26,20,30,446,528,-15.5,595,311,91.3,1732,1662,4.2,456,16.2,542,21.4,-5.2,1424,50.5,1011,39.9,10.6,2814,0.2,2507,1.2,2219,2377,595,130,390.3
CG17031802004,17031802004,0.545,-2.6,-8.3,-17,5033,5285,-4.8,136,76,78.9,1488,1104,34.8,707,907,-22.1,2538,3016,-15.8,1243,24.7,1340,25.4,-0.7,2425,48.2,1984,37.5,10.7,4914,2.4,5023,5,3195,3108,1719,1915,-12.7
CG17031802100,17031802100,0.522125,1.8,9,-3.7,3481,3357,3.7,12,112,-89.3,139,35,297.1,46,13,253.8,3075,3128,-1.7,317,9.1,339,10.1,-1,1834,52.7,1214,36.2,16.5,3471,0.3,3357,0,3256,3154,215,203,2.6
CG17031802200,17031802200,0.532375,2.9,-1.6,0.4,4480,3946,13.5,104,0,UNDEF,175,91,92.3,159,175,-9.1,3988,3632,9.8,498,11.1,315,8,3.1,2605,58.1,1693,42.9,15.2,4480,0,3946,0,4033,3598,447,348,14.6
CG17031802300,17031802300,0.51925,-1.5,13,0.8,5220,5001,4.4,50,64,-21.9,765,910,-15.9,128,141,-9.2,4150,3769,10.1,515,9.9,318,6.4,3.5,3076,58.9,2030,40.6,18.3,5172,0.9,5001,0,3625,3809,1547,1192,36.4
CG17031802402,17031802402,0.431,-5.3,-5.8,2.5,5615,4204,33.6,86,73,17.8,587,523,12.2,2077,1121,85.3,2787,2370,17.6,1785,31.8,985,23.4,8.4,2354,41.9,1793,42.6,-0.7,5422,3.4,4204,0,3229,3050,2193,1154,79.5
CG17031802403,17031802403,0.591875,-1.1,19.6,2.3,1439,1443,-0.3,12,33,-63.6,170,224,-24.1,29,28,3.6,1187,1158,2.5,264,18.3,320,22.2,-3.9,997,69.3,748,51.8,17.5,1439,0,1443,0,1010,926,429,517,-23.9
CG17031802404,17031802404,0.395375,-0.2,-2.1,12.1,7873,7091,11,108,118,-8.5,1149,840,36.8,3122,2270,37.5,3458,3670,-5.8,2175,27.6,2003,28.2,-0.6,2932,37.2,2494,35.2,2,7756,1.5,7091,0,4623,5074,3133,2017,70.5
CG17031802503,17031802503,0.57775,-0.5,15.5,7.6,5534,5750,-3.8,0,120,-100,1168,956,22.2,438,747,-41.4,3715,3913,-5.1,1015,18.3,1379,24,-5.7,3166,57.2,2777,48.3,8.9,5534,0,5750,0,4037,4680,1497,1070,62.2
CG17031802504,17031802504,0.501375,0.2,21.1,-3.7,6783,6969,-2.7,80,128,-37.5,702,439,59.9,2843,2918,-2.6,3084,3369,-8.5,2315,34.1,2238,32.1,2,2355,34.7,1913,27.5,7.2,6568,3.2,6805,2.4,5270,5956,1298,849,72.8
CG17031802505,17031802505,0.33175,1,-12,5.7,6504,6307,3.1,285,319,-10.7,955,1004,-4.9,3340,2737,22,1824,2233,-18.3,2081,32,1867,29.6,2.4,2206,33.9,2319,36.8,-2.9,6499,0.1,6307,0,2272,2702,4227,3605,39.4
CG17031802506,17031802506,0.63175,1.4,24.8,-6.6,2634,2744,-4,23,0,UNDEF,260,150,73.3,1415,1636,-13.5,920,958,-4,956,36.3,1093,39.8,-3.5,742,28.2,524,19.1,9.1,2634,0,2744,0,1414,1685,1220,1059,37.3
CG17031802605,17031802605,0.523,-4.8,3.8,1,6958,6800,2.3,308,111,177.5,1121,807,38.9,381,284,34.2,5073,5523,-8.1,1327,19.1,1259,18.5,0.6,4138,59.5,3152,46.4,13.1,6855,1.5,6800,0,5488,5873,1367,927,57.8
CG17031802607,17031802607,0.708125,2.8,68.5,-0.2,1420,1422,-0.1,33,0,UNDEF,134,0,UNDEF,58,156,-62.8,1186,1266,-6.3,269,18.9,600,42.2,-23.3,782,55.1,347,24.4,30.7,1420,0,1422,0,1247,1273,173,149,18.5
CG17031802608,17031802608,0.639625,-4.2,-7.8,2.1,6564,6028,8.9,11,73,-84.9,449,286,57,61,257,-76.3,5970,5412,10.3,1225,18.7,1288,21.4,-2.7,3837,58.5,2894,48,10.5,6564,0,6028,0,5874,5703,690,325,106.1
CG17031802609,17031802609,0.611,-5.4,15.5,-1.9,6306,6486,-2.8,70,126,-44.4,972,686,41.7,2816,2939,-4.2,2392,2709,-11.7,2113,33.5,2241,34.6,-1.1,2344,37.2,1996,30.8,6.4,6306,0,6486,0,2484,2900,3822,3586,24.4
CG17031802610,17031802610,0.761375,0.1,24.3,-1.2,1677,1610,4.2,0,0,UNDEF,262,123,113,78,135,-42.2,1245,1327,-6.2,356,21.2,451,28,-6.8,953,56.8,663,41.2,15.6,1677,0,1610,0,1594,1597,83,13,539.7
CG17031802701,17031802701,0.376875,2.8,-0.6,6.2,6654,6539,1.8,36,0,UNDEF,1268,1071,18.4,1635,1161,40.8,3648,4292,-15,1901,28.6,1577,24.1,4.5,2675,40.2,2507,38.3,1.9,6647,0.1,6539,0,5282,5905,1365,634,140.7
CG17031802702,17031802702,0.5295,-3,3.3,-0.3,4529,4660,-2.8,73,24,204.2,862,756,14,370,298,24.2,3160,3550,-11,1057,23.3,1300,27.9,-4.6,2368,52.3,1745,37.4,14.9,4380,3.3,4577,1.8,3763,4037,617,540,22.6
CG17031802801,17031802801,0.526625,5.1,15.6,2.3,4783,4604,3.9,110,0,UNDEF,444,131,238.9,399,217,83.9,3799,4256,-10.7,730,15.3,818,17.8,-2.5,2563,53.6,1924,41.8,11.8,4763,0.4,4604,0,3949,4207,814,397,118.4
CG17031802802,17031802802,0.546625,-3.4,15.2,2,6631,6349,4.4,206,266,-22.6,498,444,12.2,575,329,74.8,5272,5247,0.5,1109,16.7,1287,20.3,-3.6,3320,50.1,2381,37.5,12.6,6608,0.3,6349,0,5793,5477,815,872,-11.6
CG17031802900,17031802900,0.512875,-1.1,14.2,-2.1,5810,6103,-4.8,27,0,UNDEF,244,415,-41.2,91,88,3.4,5303,5562,-4.7,590,10.2,998,16.4,-6.2,3482,59.9,2374,38.9,21,5742,1.2,6103,0,5609,5795,133,308,-55.4
CG17031803005,17031803005,0.685125,1.3,8.4,5.9,2790,2487,12.2,61,25,144,167,75,122.7,41,68,-39.7,2483,2319,7.1,296,10.6,433,17.4,-6.8,1785,64,1159,46.6,17.4,2790,0,2487,0,2142,2266,648,221,210.2
CG17031803007,17031803007,0.4635,-1.5,32.3,-0.2,4688,5254,-10.8,4,0,UNDEF,357,248,44,177,586,-69.8,4105,4239,-3.2,886,18.9,827,15.7,3.2,2810,59.9,2308,43.9,16,4682,0.1,5254,0,4314,4547,368,707,-45.1
CG17031803008,17031803008,0.4715,-0.7,2.6,0.7,4417,4813,-8.2,61,78,-21.8,320,386,-17.1,277,334,-17.1,3581,4026,-11.1,543,12.3,817,17,-4.7,2537,57.4,1902,39.5,17.9,4412,0.1,4813,0,4014,4209,398,604,-30.9
CG17031803010,17031803010,0.73225,-3.7,8.2,-0.3,4869,4912,-0.9,0,0,UNDEF,257,289,-11.1,369,290,27.2,4139,4308,-3.9,695,14.3,1099,22.4,-8.1,2873,59,1850,37.7,21.3,4869,0,4912,0,4382,4662,487,250,107.2
CG17031803012,17031803012,0.506125,2.2,-7.6,3.3,2297,2287,0.4,89,154,-42.2,204,326,-37.4,319,463,-31.1,1676,1310,27.9,312,13.6,466,20.4,-6.8,1340,58.3,916,40.1,18.2,2297,0,2287,0,1581,1432,716,855,-24.1
CG17031803013,17031803013,0.68775,0.9,7.4,-3.7,5399,5241,3,75,0,UNDEF,425,216,96.8,584,449,30.1,4226,4521,-6.5,770,14.3,993,18.9,-4.6,3422,63.4,2614,49.9,13.5,5399,0,5241,0,4402,4742,997,499,115.2
CG17031803014,17031803014,0.5055,-1.4,27.6,1.2,3280,3744,-12.4,41,154,-73.4,390,387,0.8,587,513,14.4,2262,2659,-14.9,856,26.1,954,25.5,0.6,1609,49.1,1697,45.3,3.8,3280,0,3744,0,2263,2685,1017,1059,13.9
CG17031803015,17031803015,0.55775,0.7,1.9,-2.7,4415,4501,-1.9,163,19,757.9,306,176,73.9,424,445,-4.7,3484,3671,-5.1,947,21.4,1158,25.7,-4.3,2441,55.3,1879,41.7,13.6,4415,0,4501,0,3592,3544,823,957,-15.2
CG17031803016,17031803016,0.58875,-4.3,5,2.4,2576,1915,34.5,30,61,-50.8,1015,221,359.3,170,180,-5.6,1311,1453,-9.8,315,12.2,337,17.6,-5.4,1462,56.8,990,51.7,5.1,2567,0.3,1915,0,1158,1040,1409,875,44.6
CG17031803017,17031803017,0.665,-3.8,30.5,-1.1,5944,5499,8.1,11,11,0,1031,613,68.2,537,337,59.3,4346,4467,-2.7,884,14.9,995,18.1,-3.2,3881,65.3,2247,40.9,24.4,5893,0.9,5499,0,3864,3862,2029,1637,23.9
CG17031803100,17031803100,0.525125,0.4,17.3,2.4,3432,3372,1.8,96,27,255.6,73,45,62.2,107,141,-24.1,3148,3133,0.5,509,14.8,532,15.8,-1,1770,51.6,1392,41.3,10.3,3423,0.3,3372,0,3002,3127,421,245,79
CG17031803200,17031803200,0.527875,2.7,5.1,1.5,5512,5982,-7.9,74,23,221.7,69,461,-85,452,522,-13.4,4881,4960,-1.6,1300,23.6,1479,24.7,-1.1,2902,52.6,2454,41,11.6,5029,8.8,5456,8.8,4389,5061,640,395,86.8
CG17031803300,17031803300,0.623125,0.1,18.2,-2.6,5606,5410,3.6,27,0,UNDEF,555,437,27,148,824,-82,4822,4074,18.4,905,16.1,1230,22.7,-6.6,3643,65,2077,38.4,26.6,5574,0.6,5410,0,3210,3288,2364,2122,14.1
CG17031803400,17031803400,0.482875,1.5,15.6,2.6,5998,6393,-6.2,18,0,UNDEF,225,217,3.7,387,87,344.8,5355,6003,-10.8,758,12.6,1005,15.7,-3.1,3294,54.9,2470,38.6,16.3,5988,0.2,6393,0,5263,5695,725,698,12.4
CG17031803500,17031803500,0.3425,2.2,-6.1,3.9,6025,5581,8,8,26,-69.2,112,256,-56.3,159,162,-1.9,5675,5101,11.3,879,14.6,553,9.9,4.7,3229,53.6,2404,43.1,10.5,5926,1.6,5530,0.9,5366,4959,560,571,-9.4
CG17031803603,17031803603,0.5865,-2.6,21.7,0.2,6514,6722,-3.1,86,67,28.4,1111,800,38.9,129,224,-42.4,5100,5541,-8,702,10.8,686,10.2,0.6,4084,62.7,2911,43.3,19.4,6514,0,6722,0,6025,6150,489,572,-12.7
CG17031803604,17031803604,0.521625,-1.4,1.1,-4.9,4162,3976,4.7,143,122,17.2,417,223,87,241,269,-10.4,3303,3339,-1.1,773,18.6,622,15.6,3,2310,55.5,1737,43.7,11.8,4082,1.9,3918,1.5,3034,3153,1048,765,42.4
CG17031803605,17031803605,0.345375,3,-7.3,7.3,6989,7126,-1.9,278,414,-32.9,937,729,28.5,1262,635,98.7,4515,5294,-14.7,1192,17.1,1034,14.5,2.6,3738,53.5,3190,44.8,8.7,6974,0.2,7126,0,5338,5923,1636,1203,50.9
CG17031803606,17031803606,0.638625,-6.3,7.3,-7.4,8786,7552,16.3,444,363,22.3,900,661,36.2,5051,4307,17.3,2348,2102,11.7,2713,30.9,2406,31.9,-1,2392,27.2,1768,23.4,3.8,8786,0,7552,0,3045,2517,5741,5035,-5.7
CG17031803607,17031803607,0.52075,-1.1,16.4,0,4907,4851,1.2,27,0,UNDEF,334,218,53.2,372,345,7.8,4104,4272,-3.9,754,15.4,732,15.1,0.3,2886,58.8,2045,42.2,16.6,4894,0.3,4851,0,4647,4615,247,236,3.9
CG17031803608,17031803608,0.561375,0.2,15.1,3,7599,7599,0,171,369,-53.7,965,1164,-17.1,1103,975,13.1,5196,5045,3,1203,15.8,1197,15.8,0,4141,54.5,3225,42.4,12.1,7599,0,7599,0,4267,4903,3332,2696,42
CG17031803610,17031803610,0.571375,-1.5,4.4,-2.1,7509,7344,2.2,363,394,-7.9,1250,1133,10.3,683,882,-22.6,5175,4880,6,1041,13.9,1015,13.8,0.1,4255,56.7,3026,41.2,15.5,7509,0,7344,0,4486,4091,3023,3253,-15.3
CG17031803611,17031803611,0.568625,1.5,21,15.8,6031,5795,4.1,172,137,25.5,642,625,2.7,2858,2117,35,2178,2552,-14.7,1602,26.6,1669,28.8,-2.2,2289,38,1832,31.6,6.4,6031,0,5795,0,3495,4423,2536,1372,133.9
CG17031803612,17031803612,0.483,-4.9,-8,12.9,3613,3605,0.2,118,230,-48.7,389,475,-18.1,1962,1222,60.6,1143,1648,-30.6,911,25.2,1226,34,-8.8,1248,34.5,1163,32.3,2.2,3613,0,3605,0,576,551,3037,3054,-4.9
CG17031803701,17031803701,0.615625,-3.4,-14.3,3.7,2740,2321,18.1,22,32,-31.3,334,159,110.1,90,115,-21.7,2220,1988,11.7,375,13.7,326,14,-0.3,1816,66.3,1270,54.7,11.6,2740,0,2321,0,1758,1898,982,423,150.6
CG17031803702,17031803702,0.672,0,28.7,-4.5,5996,6118,-2,40,137,-70.8,527,651,-19,396,711,-44.3,4753,4537,4.8,868,14.5,1205,19.7,-5.2,3703,61.8,2420,39.6,22.2,5936,1,6039,1.3,4532,4480,1404,1559,-11
CG17031803800,17031803800,0.512875,2.8,2.3,1,4627,4552,1.6,38,0,UNDEF,85,231,-63.2,654,422,55,3728,3882,-4,906,19.6,1032,22.7,-3.1,2299,49.7,1797,39.5,10.2,4617,0.2,4552,0,3690,4037,927,515,96.9
CG17031803901,17031803901,0.43025,5,20.4,7.4,3298,3306,-0.2,97,76,27.6,228,320,-28.8,245,308,-20.5,2710,2602,4.2,713,21.6,729,22.1,-0.5,1882,57.1,1590,48.1,9,3247,1.5,3306,0,2753,3039,494,267,104.2
CG17031803902,17031803902,0.703125,-0.7,41.4,-0.6,3456,3664,-5.7,37,144,-74.3,52,67,-22.4,353,510,-30.8,3006,2882,4.3,962,27.8,1240,33.8,-6,1600,46.3,1248,34.1,12.2,3360,2.8,3479,5,2800,3140,560,339,85.3
CG17031804000,17031804000,0.44175,2.1,13.1,1.7,4466,4548,-1.8,77,137,-43.8,257,121,112.4,635,493,28.8,3398,3786,-10.2,1264,28.3,1248,27.4,0.9,2155,48.3,1715,37.7,10.6,4461,0.1,4548,0,3864,3998,597,550,12.3
CG17031804102,17031804102,0.59375,-2.7,6.3,-0.7,6649,6996,-5,46,50,-8,925,650,42.3,198,356,-44.4,5374,5894,-8.8,725,10.9,880,12.6,-1.7,4174,62.8,2750,39.3,23.5,6542,1.6,6802,2.8,6484,6737,58,65,-7.3
CG17031804104,17031804104,0.658625,0.4,49.6,-2.2,4855,4877,-0.5,159,41,287.8,1363,1314,3.7,247,195,26.7,2945,3194,-7.8,598,12.3,880,18,-5.7,2825,58.2,2003,41.1,17.1,4838,0.4,4877,0,3989,4398,849,479,95.4
CG17031804105,17031804105,0.572,-2.4,3.3,1.1,4067,3960,2.7,54,13,315.4,596,381,56.4,154,23,569.6,3192,3491,-8.6,440,10.8,522,13.2,-2.4,2389,58.7,1503,38,20.7,4067,0,3960,0,3988,3824,79,136,-44.3
CG17031804106,17031804106,0.6785,-1,4.2,1.8,7144,6691,6.8,100,70,42.9,1744,1393,25.2,536,196,173.5,4646,4959,-6.3,761,10.7,959,14.3,-3.6,4290,60.1,2878,43,17.1,7144,0,6691,0,6220,6297,924,394,137.4
CG17031804108,17031804108,0.666875,0.2,7,-1.5,4105,3838,7,432,360,20,1909,1318,44.8,377,226,66.8,1314,1867,-29.6,261,6.4,451,11.8,-5.4,2757,67.2,1909,49.7,17.5,4105,0,3838,0,417,462,3688,3376,21
CG17031804109,17031804109,0.381125,2.1,-19.8,-2.7,2983,2742,8.8,196,19,931.6,193,115,67.8,307,109,181.7,2195,2453,-10.5,665,22.3,378,13.8,8.5,1675,56.2,1450,52.9,3.3,2754,7.7,2618,4.5,2327,2387,427,231,89.6
CG17031804201,17031804201,0.452,1.1,-5.9,4.7,8203,7533,8.9,64,65,-1.5,1669,1270,31.4,560,552,1.4,5845,5619,4,779,9.5,448,5.9,3.6,5058,61.7,3140,41.7,20,7981,2.7,7533,0,7132,7128,849,405,109.5
CG17031804202,17031804202,0.598875,1.4,16.8,-1.7,7679,7612,0.9,17,0,UNDEF,1298,996,30.3,587,348,68.7,5698,6173,-7.7,930,12.1,731,9.6,2.5,4398,57.3,3610,47.4,9.9,7679,0,7612,0,6427,6968,1252,644,110.8
CG17031804305,17031804305,0.483125,-1.8,1.6,-1,7568,7087,6.8,292,37,689.2,486,437,11.2,2700,2411,12,3943,4015,-1.8,2466,32.6,2282,32.2,0.4,2624,34.7,2242,31.6,3.1,7563,0.1,7087,0,6113,5900,1450,1187,17.9
CG17031804306,17031804306,0.517,5.5,2.6,0.9,5625,4934,14,108,27,300,48,165,-70.9,2465,1997,23.4,2862,2756,3.8,2089,37.1,1815,36.8,0.3,1630,29,1367,27.7,1.3,5625,0,4934,0,4134,4118,1491,816,82
CG17031804308,17031804308,0.526625,-0.7,4,0,5097,4984,2.3,212,206,2.9,1044,1132,-7.8,764,501,52.5,2918,3156,-7.5,1666,32.7,1215,24.4,8.3,2383,46.8,2283,45.8,1,5097,0,4984,0,3073,4604,2024,380,698
CG17031804309,17031804309,0.646375,-0.3,30.9,-5.7,3172,3100,2.3,141,18,683.3,250,259,-3.5,1414,1253,12.8,1324,1566,-15.5,1048,33,1154,37.2,-4.2,1005,31.7,699,22.5,9.2,3086,2.7,3057,1.4,2544,2933,542,124,403.9
CG17031804310,17031804310,0.56225,-3.1,7.5,0.3,8769,8427,4.1,200,160,25,1618,1798,-10,1723,1273,35.3,5172,5012,3.2,2168,24.7,1909,22.7,2,3996,45.6,3405,40.4,5.2,8769,0,8427,0,7905,7786,864,641,32.8
CG17031804311,17031804311,0.54575,1,1.8,6.7,8269,7442,11.1,74,187,-60.4,2430,1534,58.4,1871,1530,22.3,3708,3818,-2.9,1788,21.6,1711,23,-1.4,3656,44.2,2729,36.7,7.5,8269,0,7442,0,7117,6789,1152,653,68.3
CG17031804403,17031804403,0.56575,0.8,10.5,14.5,6968,6143,13.4,342,504,-32.1,782,741,5.5,3327,1458,128.2,2643,3323,-20.5,1599,22.9,1507,24.5,-1.6,3088,44.3,2442,39.8,4.5,6968,0,6143,0,4318,4967,2650,1176,159.2
CG17031804404,17031804404,0.5265,1.2,-2.1,-1,5293,5186,2.1,108,128,-15.6,479,662,-27.6,3194,2502,27.7,1489,1813,-17.9,1674,31.6,2028,39.1,-7.5,1611,30.4,1332,25.7,4.7,5232,1.2,5186,0,4606,5049,626,137,400.9
CG17031804405,17031804405,0.225375,3.3,6.4,9,3356,3470,-3.3,503,463,8.6,181,127,42.5,1837,2174,-15.5,647,688,-6,1132,33.7,1010,29.1,4.6,731,21.8,772,22.2,-0.4,3315,1.2,3470,0,1301,1242,2014,2228,-13.7
CG17031804406,17031804406,0.477375,-0.9,-13.4,-0.6,6649,5963,11.5,270,132,104.5,863,1062,-18.7,3340,2511,33,2128,2189,-2.8,2082,31.3,1969,33,-1.7,2046,30.8,2013,33.8,-3,6606,0.6,5963,0,5266,5460,1340,503,176.2
CG17031804505,17031804505,0.4835,-2.3,0.4,7.4,3426,3475,-1.4,180,43,318.6,130,179,-27.4,536,449,19.4,2547,2701,-5.7,872,25.5,948,27.3,-1.8,1550,45.2,1477,42.5,2.7,3426,0,3475,0,2318,2571,1108,904,35.9
CG17031804506,17031804506,0.413375,-2.4,7.3,-3.3,5130,5159,-0.6,34,216,-84.3,659,905,-27.2,546,399,36.8,3783,3723,1.6,924,18,748,14.5,3.5,2789,54.4,2339,45.3,9.1,5070,1.2,5159,0,4838,4794,232,365,-37
CG17031804507,17031804507,0.565,2,8.1,-3.5,12561,11291,11.2,222,816,-72.8,3205,2575,24.5,1500,926,62,7229,6904,4.7,1943,15.5,1744,15.4,0.1,7012,55.8,4911,43.5,12.3,12556,0,11291,0,11511,10121,1045,1170,-21.5
CG17031804508,17031804508,0.5335,-6.4,22.6,9.5,2349,2297,2.3,205,328,-37.5,322,435,-26,1077,686,57,699,814,-14.1,755,32.1,593,25.8,6.3,806,34.3,782,34,0.3,2349,0,2297,0,1182,1457,1167,840,71.3
CG17031804509,17031804509,0.362625,0.3,8.8,-11.1,5798,6328,-8.4,71,130,-45.4,411,647,-36.5,3190,3353,-4.9,1897,1958,-3.1,2104,36.3,2116,33.4,2.9,1579,27.2,1581,25,2.2,5595,3.5,6118,3.3,4643,4641,952,1477,-35.6
