CG_GEOID,GEOID,GENT_IDX,UERPCTCHG,PCIPCTCHG,POVPCTCHG,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
CG17031670100,17031670100,0.4185,4.3,-2.4,2.5,1192,1372,-13.1,1119,1318,-15.1,0,0,UNDEF,55,48,14.6,18,6,200,390,32.7,533,38.8,-6.1,316,26.5,401,29.2,-2.7,1192,0,1372,0,395,556,797,816,37.5
CG17031670200,17031670200,0.441375,-46.6,134.5,11.2,789,1511,-47.8,679,1511,-55.1,0,0,UNDEF,83,0,UNDEF,27,0,UNDEF,352,44.6,691,45.7,-1.1,159,20.2,456,30.2,-10,789,0,1511,0,412,624,377,887,-35.6
CG17031670300,17031670300,0.715375,-14.2,54.4,-26.6,1147,1545,-25.8,952,1436,-33.7,6,28,-78.6,160,25,540,29,28,3.6,433,37.8,768,49.7,-11.9,323,28.2,295,19.1,9.1,1100,4.1,1042,32.6,500,445,600,597,-10.6
CG17031670400,17031670400,0.692125,-14.5,97.4,-21.7,1791,3570,-49.8,1551,3380,-54.1,0,0,UNDEF,236,156,51.3,0,6,-100,735,41,1785,50,-9,399,22.3,599,16.8,5.5,1791,0,2646,25.9,784,1102,1007,1544,-8.3
CG17031670500,17031670500,0.446125,10.7,29,14,1190,1098,8.4,947,1098,-13.8,0,0,UNDEF,235,0,UNDEF,5,0,UNDEF,447,37.6,453,41.3,-3.7,317,26.6,280,25.5,1.1,1190,0,1098,0,710,549,480,549,-32.4
CG17031670600,17031670600,0.321625,19,10.1,-0.1,1144,1566,-26.9,1042,1525,-31.7,0,0,UNDEF,93,0,UNDEF,4,0,UNDEF,453,39.6,710,45.3,-5.7,333,29.1,364,23.2,5.9,1132,1,1566,0,789,867,343,699,-46.1
CG17031670700,17031670700,0.447,-14.9,32.6,-31.8,1130,1697,-33.4,1087,1670,-34.9,0,0,UNDEF,32,0,UNDEF,3,16,-81.3,514,45.5,552,32.5,13,306,27.1,344,20.3,6.8,1123,0.6,1697,0,518,569,605,1128,-41.1
CG17031670800,17031670800,0.22875,6.6,-6.9,21,1500,1800,-16.7,1479,1675,-11.7,0,0,UNDEF,21,125,-83.2,0,0,UNDEF,716,47.7,588,32.7,15,233,15.5,591,32.8,-17.3,1500,0,1800,0,473,676,1027,1124,30.6
CG17031670900,17031670900,0.518625,5.1,3.5,-2.5,1563,1509,3.6,1512,1477,2.4,0,0,UNDEF,18,0,UNDEF,22,0,UNDEF,462,29.6,408,27,2.6,547,35,389,25.8,9.2,1563,0,1509,0,841,930,722,579,37.9
CG17031671100,17031671100,0.548375,-12,18.7,12.8,1238,1286,-3.7,1233,1256,-1.8,0,0,UNDEF,2,0,UNDEF,3,0,UNDEF,350,28.3,370,28.8,-0.5,215,17.4,308,24,-6.6,1238,0,1286,0,208,599,1030,687,331.8
CG17031671200,17031671200,0.242,32,21.7,24.2,903,1354,-33.3,857,1346,-36.3,0,0,UNDEF,0,0,UNDEF,12,8,50,398,44.1,327,24.2,19.9,136,15.1,503,37.1,-22,903,0,1354,0,195,275,708,1079,-7.5
CG17031671300,17031671300,0.294125,5.6,21.3,-31.3,1952,3146,-38,1859,3071,-39.5,0,0,UNDEF,80,10,700,1,46,-97.8,890,45.6,866,27.5,18.1,459,23.5,725,23,0.5,1947,0.3,3146,0,1178,1096,769,2050,-65.1
CG17031671400,17031671400,0.274875,23.5,-13.4,20.8,1718,1614,6.4,1672,1504,11.2,0,0,UNDEF,63,79,-20.3,0,12,-100,885,51.5,650,40.3,11.2,306,17.8,410,25.4,-7.6,1718,0,1614,0,980,981,738,633,16.7
CG17031671500,17031671500,0.31675,-3,7.4,11.5,2735,3665,-25.4,2275,3437,-33.8,0,0,UNDEF,358,107,234.6,33,77,-57.1,1281,46.8,1626,44.4,2.4,496,18.1,487,13.3,4.8,2724,0.4,3665,0,1214,1686,1510,1979,6
CG17031671600,17031671600,0.439875,-12.3,25.9,-16.4,1960,2636,-25.6,1748,2519,-30.6,0,0,UNDEF,139,0,UNDEF,43,0,UNDEF,875,44.6,957,36.3,8.3,605,30.9,519,19.7,11.2,1849,5.7,2636,0,972,743,877,1893,-64.6
CG17031671800,17031671800,0.74375,-13,121.5,-7.2,1212,1137,6.6,1040,1051,-1,0,0,UNDEF,67,75,-10.7,0,11,-100,409,33.7,491,43.2,-9.5,307,25.3,202,17.8,7.5,1212,0,1137,0,561,418,651,719,-32.5
CG17031671900,17031671900,0.411125,0.2,8.5,4.7,1120,1288,-13,1115,1288,-13.4,0,0,UNDEF,4,0,UNDEF,1,0,UNDEF,461,41.2,467,36.3,4.9,291,26,423,32.8,-6.8,1120,0,1288,0,797,1088,323,200,120.5
CG17031672000,17031672000,0.404375,5.5,32.9,-16,3938,4104,-4,3690,3948,-6.5,0,0,UNDEF,190,45,322.2,17,73,-76.7,1843,46.8,1458,35.5,11.3,680,17.3,973,23.7,-6.4,3921,0.4,4104,0,2293,2732,1628,1372,41.4
CG17031680500,17031680500,0.26625,35.5,-14.3,20.4,1366,1595,-14.4,1326,1536,-13.7,0,0,UNDEF,32,59,-45.8,8,0,UNDEF,497,36.4,567,35.5,0.9,209,15.3,513,32.2,-16.9,1366,0,1595,0,443,710,923,885,67.2
CG17031680600,17031680600,0.532,2.4,-7.9,-2,1655,1498,10.5,1598,1498,6.7,0,0,UNDEF,0,0,UNDEF,26,0,UNDEF,615,37.2,599,40,-2.8,232,14,328,21.9,-7.9,1655,0,1498,0,331,446,1324,1052,69.6
CG17031680900,17031680900,0.51375,8.8,0.1,-5.2,2988,3937,-24.1,2924,3873,-24.5,8,0,UNDEF,22,47,-53.2,29,40,-27.5,1080,36.1,1436,36.5,-0.4,951,31.8,921,23.4,8.4,2946,1.4,3790,3.7,206,823,2740,2967,268.9
CG17031681000,17031681000,0.49575,5.2,51.9,4.4,3083,3424,-10,2935,3252,-9.7,0,0,UNDEF,83,9,822.2,42,89,-52.8,1134,36.8,1283,37.5,-0.7,936,30.4,684,20,10.4,3082,0,3424,0,907,1122,2175,2302,16.9
CG17031681100,17031681100,0.336125,21.3,-32.3,14.6,3240,3911,-17.2,3099,3891,-20.4,0,0,UNDEF,171,19,800,10,10,0,1196,36.9,1497,38.3,-1.4,709,21.9,912,23.3,-1.4,3222,0.6,3764,3.8,389,1411,2833,2353,336.7
CG17031681200,17031681200,0.510125,13.2,52.3,-15.8,2527,3182,-20.6,2358,3133,-24.7,0,0,UNDEF,112,0,UNDEF,0,9,-100,703,27.8,891,28,-0.2,596,23.6,803,25.2,-1.6,2527,0,3182,0,619,1067,1908,2115,55.5
CG17031681300,17031681300,0.377375,13.9,-16.2,-3.9,2135,3163,-32.5,1925,3163,-39.1,0,0,UNDEF,133,0,UNDEF,0,0,UNDEF,746,34.9,1200,37.9,-3,557,26.1,572,18.1,8,2135,0,3163,0,738,862,1397,2301,-29.1
CG17031681400,17031681400,0.384125,8.8,-4,-19.3,2517,3178,-20.8,2517,3156,-20.2,0,0,UNDEF,0,0,UNDEF,0,11,-100,1058,42,1219,38.4,3.6,628,25,693,21.8,3.2,2517,0,3178,0,1060,1417,1457,1761,10.6
CG17031690300,17031690300,0.399125,5.5,-24.8,-1.3,2412,2112,14.2,2250,2097,7.3,0,0,UNDEF,16,9,77.8,137,7,1857.1,636,26.4,937,44.4,-18,697,28.9,538,25.5,3.4,2008,16.7,1806,14.5,288,196,1720,1610,-27.3
CG17031690400,17031690400,0.407,-7.1,-1.4,11.2,3527,3640,-3.1,3422,3620,-5.5,0,20,-100,68,118,-42.4,29,0,UNDEF,1052,29.8,1113,30.6,-0.8,1571,44.5,1166,32,12.5,3511,0.5,3640,0,1055,1012,2456,2628,-10.4
CG17031690500,17031690500,0.334,4.8,20.1,22.9,774,1466,-47.2,769,1466,-47.5,5,0,UNDEF,0,0,UNDEF,0,0,UNDEF,206,26.6,302,20.6,6,252,32.6,504,34.4,-1.8,774,0,1466,0,200,520,574,946,57.8
CG17031690900,17031690900,0.298875,13.7,-9.5,4.7,4487,4502,-0.3,4325,4437,-2.5,0,0,UNDEF,70,43,62.8,44,28,57.1,1585,35.3,1008,22.4,12.9,1710,38.1,1882,41.8,-3.7,4487,0,4502,0,1539,1778,2948,2724,25
CG17031691000,17031691000,0.351375,3.7,16.5,2.2,2536,2608,-2.8,2487,2572,-3.3,0,0,UNDEF,10,0,UNDEF,29,17,70.6,638,25.2,640,24.5,0.7,1270,50.1,1199,46,4.1,2531,0.2,2608,0,1619,1511,912,1097,-22.4
CG17031691100,17031691100,0.407625,-5.6,24.7,-0.4,3064,3752,-18.3,2965,3725,-20.4,0,0,UNDEF,43,18,138.9,42,9,366.7,899,29.3,932,24.8,4.5,976,31.9,932,24.8,7.1,3002,2,3752,0,986,1123,2016,2629,-12.7
CG17031691200,17031691200,0.462,-2.5,-37.3,18.1,3252,2237,45.4,3109,2237,39,0,0,UNDEF,0,0,UNDEF,82,0,UNDEF,910,28,743,33.2,-5.2,997,30.7,716,32,-1.3,3249,0.1,2237,0,546,540,2703,1697,57.5
CG17031691300,17031691300,0.28675,18,-16.4,16.9,2656,2828,-6.1,2591,2828,-8.4,0,0,UNDEF,57,9,533.3,19,0,UNDEF,754,28.4,892,31.5,-3.1,938,35.3,1079,38.2,-2.9,2656,0,2828,0,1765,1890,891,938,1.7
CG17031691400,17031691400,0.325875,-0.2,-21.6,6.5,2878,3470,-17.1,2842,3333,-14.7,0,26,-100,22,28,-21.4,0,83,-100,1178,40.9,1146,33,7.9,989,34.4,1170,33.7,0.7,2878,0,3470,0,1347,1990,1531,1480,52.8
CG17031691500,17031691500,0.28975,10.8,10.8,-3,1945,2061,-5.6,1898,1933,-1.8,0,0,UNDEF,39,125,-68.8,11,25,-56,711,36.6,541,26.2,10.4,560,28.8,586,28.4,0.4,1904,2.1,2061,0,610,696,1294,1365,8.2
CG17031700100,17031700100,0.584125,-1.2,36.5,2.4,3276,3323,-1.4,2312,2310,0.1,0,0,UNDEF,773,721,7.2,190,304,-37.5,860,26.3,967,29.1,-2.8,1127,34.4,811,24.4,10,3276,0,3323,0,2587,2591,689,732,-5.7
CG17031700200,17031700200,0.56425,3.5,6.4,-7.3,6619,6484,2.1,669,922,-27.4,96,17,464.7,5160,4419,16.8,631,1002,-37,2413,36.5,2598,40.1,-3.6,1624,24.5,1218,18.8,5.7,6619,0,6484,0,5701,5657,918,827,10.1
CG17031700301,17031700301,0.291,5,-8,10.9,6038,5287,14.2,698,759,-8,95,97,-2.1,4010,2841,41.1,1217,1596,-23.7,2327,38.5,1705,32.2,6.3,1378,22.8,1508,28.5,-5.7,6033,0.1,5287,0,5221,4693,812,594,22.9
CG17031700302,17031700302,0.47325,5.5,8.4,-7.2,5364,5527,-2.9,874,1247,-29.9,6,237,-97.5,2773,2158,28.5,1753,1894,-7.4,1714,32,1617,29.3,2.7,1851,34.5,1835,33.2,1.3,5364,0,5527,0,4872,5147,492,380,36.8
CG17031700401,17031700401,0.51275,2.6,22.3,5.1,6051,6305,-4,3646,3389,7.6,40,80,-50,1853,1941,-4.5,406,841,-51.7,1498,24.8,1784,28.3,-3.5,2153,35.6,1860,29.5,6.1,6046,0.1,6305,0,5018,5965,1028,340,259.4
CG17031700402,17031700402,0.368875,10.9,-7.9,10.1,4264,4080,4.5,2768,2780,-0.4,49,0,UNDEF,1081,630,71.6,376,642,-41.4,1174,27.5,820,20.1,7.4,1418,33.3,1604,39.3,-6,4264,0,4080,0,3659,4007,605,73,807.6
CG17031700501,17031700501,0.616625,1.1,7.8,-0.1,7582,7848,-3.4,6523,7064,-7.7,8,42,-81,220,285,-22.8,354,363,-2.5,1962,25.9,2462,31.4,-5.5,3120,41.2,2422,30.9,10.3,7206,5,7368,6.1,5660,6387,1546,981,77.8
CG17031700502,17031700502,0.364375,5.9,-0.6,1.6,3454,2895,19.3,3074,2688,14.4,0,0,UNDEF,208,9,2211.1,111,207,-46.4,610,17.7,561,19.4,-1.7,1653,47.9,1450,50.1,-2.2,3254,5.8,2895,0,2854,2582,400,313,15.6
CG17031710100,17031710100,0.59475,-4.5,61.8,-3.4,1228,1345,-8.7,1185,1304,-9.1,0,0,UNDEF,38,0,UNDEF,0,33,-100,416,33.9,457,34,-0.1,368,30,485,36.1,-6.1,1228,0,1345,0,255,385,973,960,53
CG17031710200,17031710200,0.35725,2.1,-12.4,-4.8,4880,5918,-17.5,4598,5855,-21.5,40,0,UNDEF,151,53,184.9,91,10,810,1567,32.1,1571,26.5,5.6,1564,32,1596,27,5,4880,0,5918,0,1585,1700,3295,4218,-16.2
CG17031710300,17031710300,0.571625,-9.3,41.5,4,1338,1758,-23.9,1296,1732,-25.2,0,0,UNDEF,14,3,366.7,0,0,UNDEF,419,31.3,569,32.4,-1.1,415,31,527,30,1,1338,0,1758,0,400,764,938,994,80.2
CG17031710400,17031710400,0.543125,8.1,21.8,-0.3,5314,5966,-10.9,5147,5879,-12.5,0,58,-100,29,40,-27.5,52,0,UNDEF,1685,31.7,2227,37.3,-5.6,1960,36.9,1558,26.1,10.8,5314,0,5966,0,3111,3646,2203,2320,11.3
CG17031710500,17031710500,0.344,-2.6,-9.4,1.9,4051,4551,-11,3720,4533,-17.9,17,0,UNDEF,89,26,242.3,43,0,UNDEF,1424,35.2,1543,33.9,1.3,1416,35,1314,28.9,6.1,4006,1.1,4551,0,1291,1625,2715,2926,16.8
CG17031710600,17031710600,0.419375,5.2,11.3,-8.4,1906,2329,-18.2,1881,2329,-19.2,0,0,UNDEF,0,0,UNDEF,5,0,UNDEF,611,32.1,675,29,3.1,464,24.3,562,24.1,0.2,1906,0,2329,0,721,946,1185,1383,12.4
CG17031710700,17031710700,0.40375,-1,20.9,4.3,2723,3436,-20.8,2647,3398,-22.1,35,0,UNDEF,30,0,UNDEF,11,38,-71.1,1135,41.7,1039,30.2,11.5,1037,38.1,1031,30,8.1,2718,0.2,3436,0,1051,1703,1667,1733,55.9
CG17031710800,17031710800,0.577,-12,15,2.6,4547,5044,-9.9,4467,4949,-9.7,0,0,UNDEF,90,21,328.6,2,12,-83.3,1313,28.9,1788,35.4,-6.5,2053,45.2,1588,31.5,13.7,4541,0.1,5044,0,2174,2570,2367,2474,13.1
CG17031710900,17031710900,0.248375,27.4,-19.8,15.8,2320,2518,-7.9,2273,2505,-9.3,0,0,UNDEF,48,13,269.2,4,0,UNDEF,802,34.6,542,21.5,13.1,574,24.7,707,28.1,-3.4,2320,0,2518,0,882,1264,1438,1254,64.3
CG17031711000,17031711000,0.406375,-1.5,-7.6,4.6,3113,3598,-13.5,3005,3504,-14.2,25,0,UNDEF,0,20,-100,48,52,-7.7,1206,38.7,1503,41.8,-3.1,925,29.7,952,26.5,3.2,3113,0,3598,0,1717,1887,1396,1711,-10.3
CG17031711100,17031711100,0.573875,-4.3,110.4,-28.5,2373,3745,-36.6,2367,3745,-36.8,6,0,UNDEF,0,38,-100,0,0,UNDEF,1043,44,1347,36,8,813,34.3,783,20.9,13.4,2373,0,3745,0,1462,2050,911,1695,-24.6
CG17031711200,17031711200,0.411,-2.6,-7.3,9.8,4998,5168,-3.3,4987,5047,-1.2,11,0,UNDEF,0,0,UNDEF,0,62,-100,1578,31.6,1523,29.5,2.1,1828,36.6,1977,38.3,-1.7,4998,0,5168,0,3436,4027,1562,1141,60.4
CG17031711300,17031711300,0.419125,3.9,6.5,-10.1,1733,1640,5.7,1673,1567,6.8,12,16,-25,52,57,-8.8,0,0,UNDEF,529,30.5,461,28.1,2.4,685,39.5,570,34.8,4.7,1680,3.1,1640,0,1038,1062,642,578,13.6
CG17031711400,17031711400,0.30175,-0.2,-17.6,11.5,2325,2348,-1,2306,2303,0.1,7,0,UNDEF,0,68,-100,1,0,UNDEF,923,39.7,767,32.7,7,701,30.2,851,36.2,-6,2320,0.2,2348,0,1452,1896,868,452,150.8
CG17031711500,17031711500,0.442125,-11.5,-1.8,21.6,2392,3038,-21.3,2327,3038,-23.4,0,0,UNDEF,34,58,-41.4,0,0,UNDEF,805,33.7,857,28.2,5.5,859,35.9,945,31.1,4.8,2392,0,3038,0,1516,2431,876,607,131.4
CG17031720100,17031720100,0.506125,1.9,0.1,0.2,3416,4048,-15.6,1086,1318,-17.6,0,0,UNDEF,339,140,142.1,1932,2587,-25.3,358,10.5,433,10.7,-0.2,2137,62.6,1570,38.8,23.8,3411,0.1,4048,0,3087,4015,324,33,1177
CG17031720200,17031720200,0.564125,-4.3,23.8,-1.6,3995,4397,-9.1,2084,2619,-20.4,23,0,UNDEF,204,69,195.7,1536,1473,4.3,614,15.4,816,18.6,-3.2,2270,56.8,1632,37.1,19.7,3984,0.3,4397,0,3139,3362,845,1035,-12.6
CG17031720300,17031720300,0.50275,-3,8.5,-1,4016,3740,7.4,1432,1096,30.7,31,29,6.9,296,270,9.6,2211,2301,-3.9,486,12.1,355,9.5,2.6,2281,56.8,1589,42.5,14.3,4011,0.1,3740,0,4001,3690,10,50,-81.6
CG17031720400,17031720400,0.381375,-1.7,-2,1.3,1952,2278,-14.3,34,74,-54.1,3,0,UNDEF,111,80,38.8,1751,2124,-17.6,306,15.7,314,13.8,1.9,1022,52.4,1082,47.5,4.9,1947,0.3,2249,1.3,1868,1967,79,282,-70.5
CG17031720500,17031720500,0.583,0.1,9.4,0.8,2152,2091,2.9,28,21,33.3,21,7,200,100,178,-43.8,2003,1874,6.9,179,8.3,222,10.6,-2.3,1285,59.7,916,43.8,15.9,2152,0,2091,0,2078,2016,74,75,-4.3
CG17031720600,17031720600,0.601375,-5.4,12.7,-2.3,1726,1801,-4.2,326,300,8.7,3,23,-87,44,42,4.8,1334,1459,-8.6,182,10.5,239,13.3,-2.8,970,56.2,755,41.9,14.3,1726,0,1801,0,1623,1620,103,181,-43.2
CG17031720700,17031720700,0.5865,1.7,8.1,-0.2,3298,2975,10.9,2041,1710,19.4,8,48,-83.3,57,115,-50.4,1124,1137,-1.1,375,11.4,491,16.5,-5.1,1982,60.1,1496,50.3,9.8,3298,0,2975,0,2143,1830,1155,1145,-13.9
CG17031730100,17031730100,0.51625,4.1,39.1,-1.5,2500,2691,-7.1,2438,2663,-8.4,0,22,-100,30,0,UNDEF,0,6,-100,687,27.5,721,26.8,0.7,1102,44.1,949,35.3,8.8,2500,0,2691,0,1891,2057,609,634,4.5
CG17031730201,17031730201,0.55225,3.8,3.5,-7.7,6278,5807,8.1,5907,5696,3.7,0,0,UNDEF,172,0,UNDEF,31,49,-36.7,1459,23.2,2061,35.5,-12.3,2614,41.6,1643,28.3,13.3,6273,0.1,5807,0,3308,2282,2965,3525,-42
CG17031730202,17031730202,0.6915,-4.1,0.6,-1.7,3422,3580,-4.4,3306,3338,-1,8,0,UNDEF,7,214,-96.7,93,12,675,1040,30.4,1488,41.6,-11.2,1460,42.7,841,23.5,19.2,3225,5.8,3334,6.9,2499,2772,726,562,43.3
CG17031730300,17031730300,0.67725,-14.2,68.6,-20.6,1113,1443,-22.9,1085,1223,-11.3,0,0,UNDEF,3,0,UNDEF,0,0,UNDEF,342,30.7,570,39.5,-8.8,420,37.7,427,29.6,8.1,1113,0,1443,0,764,905,349,538,-23.2
CG17031730400,17031730400,0.545,-2.9,2.5,0.3,3967,3530,12.4,3801,3478,9.3,0,0,UNDEF,49,31,58.1,13,21,-38.1,1188,29.9,1195,33.9,-4,1748,44.1,1293,36.6,7.5,3952,0.4,3530,0,3018,2772,934,758,13.2
CG17031730500,17031730500,0.484625,5.9,17.1,4.7,4357,4494,-3,4276,4393,-2.7,0,0,UNDEF,27,56,-51.8,20,29,-31,1105,25.4,1431,31.8,-6.4,1837,42.2,1471,32.7,9.5,4352,0.1,4494,0,3149,3527,1203,967,39.3
CG17031730600,17031730600,0.5375,-1.8,10.9,3.4,3022,3702,-18.4,2995,3656,-18.1,0,0,UNDEF,0,0,UNDEF,0,6,-100,976,32.3,1196,32.3,0,1374,45.5,1208,32.6,12.9,3022,0,3702,0,2266,3054,756,648,57.2
CG17031730700,17031730700,0.637125,-2.6,12.7,10.4,2279,1987,14.7,2150,1941,10.8,0,0,UNDEF,25,0,UNDEF,13,9,44.4,690,30.3,801,40.3,-10,889,39,518,26.1,12.9,2279,0,1987,0,1821,1566,458,421,-6.4
CG17031740100,17031740100,0.591125,-1.7,-2.7,-1.1,3039,2828,7.5,0,0,UNDEF,0,0,UNDEF,323,230,40.4,2621,2588,1.3,592,19.5,789,27.9,-8.4,1574,51.8,1164,41.2,10.6,3039,0,2828,0,2798,2403,241,425,-51.3
CG17031740200,17031740200,0.388125,-2.1,-9.1,2.8,6507,6351,2.5,84,223,-62.3,224,0,UNDEF,833,445,87.2,5362,5683,-5.6,1273,19.6,1356,21.4,-1.8,2614,40.2,2129,33.5,6.7,5771,11.3,5986,5.7,5390,5986,381,0,0
CG17031740300,17031740300,0.672625,-2.9,13,0.8,4725,4546,3.9,113,0,UNDEF,32,0,UNDEF,450,226,99.1,4085,4320,-5.4,731,15.5,971,21.4,-5.9,2438,51.6,1783,39.2,12.4,4718,0.1,4546,0,4281,4442,437,104,336
CG17031740400,17031740400,0.487875,-3.6,7.4,2.1,4402,4571,-3.7,396,774,-48.8,112,8,1300,444,377,17.8,3354,3358,-0.1,1000,22.7,1195,26.1,-3.4,2106,47.8,1661,36.3,11.5,4397,0.1,4571,0,3664,3616,733,955,-24.3
CG17031750100,17031750100,0.523625,-6.8,15,0,4204,4246,-1,3936,3947,-0.3,0,41,-100,135,66,104.5,35,204,-82.8,1221,29,1223,28.8,0.2,1632,38.8,1547,36.4,2.4,4204,0,4246,0,2966,2726,1238,1520,-25.1
CG17031750200,17031750200,0.5515,-3,12.2,5.7,3196,2591,23.4,1845,1519,21.5,2,0,UNDEF,16,81,-80.2,1184,955,24,416,13,413,15.9,-2.9,1899,59.4,1099,42.4,17,3186,0.3,2591,0,2620,2053,566,538,-17.6
CG17031750300,17031750300,0.515,-0.2,22.8,0.7,2452,2608,-6,257,439,-41.5,19,0,UNDEF,141,107,31.8,2008,2062,-2.6,407,16.6,330,12.7,3.9,1246,50.8,1072,41.1,9.7,2452,0,2608,0,2099,2279,353,329,16.5
CG17031750400,17031750400,0.753875,-4.4,28.9,0.6,3210,3108,3.3,1052,699,50.5,24,0,UNDEF,97,0,UNDEF,2001,2383,-16,357,11.1,462,14.9,-3.8,1879,58.5,1386,44.6,13.9,3210,0,3108,0,2600,2826,610,282,135.1
CG17031750500,17031750500,0.495375,-4.9,-6.4,7.6,6257,4938,26.7,4741,3553,33.4,0,90,-100,416,175,137.7,1042,1047,-0.5,1460,23.3,1464,29.6,-6.3,2722,43.5,1787,36.2,7.3,5920,5.4,4749,3.8,4300,3508,1620,1241,6.5
CG17031750600,17031750600,0.416875,0.8,-9.2,15.5,3528,3939,-10.4,3308,3860,-14.3,0,23,-100,0,8,-100,3,41,-92.7,945,26.8,1342,34.1,-7.3,1358,38.5,1303,33.1,5.4,3523,0.1,3939,0,2020,2970,1503,969,128.1
CG17031760801,17031760801,0.387875,5.1,-14.8,6.8,4021,3167,27,143,63,127,582,435,33.8,265,412,-35.7,2641,2210,19.5,850,21.1,578,18.3,2.8,2421,60.2,1828,57.7,2.5,4021,0,3167,0,1099,913,2922,2254,7.7
CG17031760802,17031760802,0.63925,5.3,5.8,1.4,2475,2370,4.4,29,0,UNDEF,12,180,-93.3,150,118,27.1,2273,2051,10.8,768,31,983,41.5,-10.5,1234,49.9,934,39.4,10.5,2475,0,2361,0.4,1832,2071,643,290,150.6
CG17031760803,17031760803,0.500875,1.8,-5.4,5.4,6212,6085,2.1,59,67,-11.9,814,384,112,712,810,-12.1,4424,4835,-8.5,1794,28.9,2357,38.7,-9.8,2972,47.8,2025,33.3,14.5,6200,0.2,6085,0,2623,3093,3577,2992,41
CG17031770201,17031770201,0.329625,4.6,-0.3,5.5,5677,5577,1.8,67,48,39.6,676,1038,-34.9,664,623,6.6,4151,3750,10.7,1287,22.7,1131,20.3,2.4,2993,52.7,2632,47.2,5.5,5652,0.4,5577,0,3398,3639,2254,1938,24.6
CG17031770202,17031770202,0.508625,2.1,8.1,2.7,4827,5200,-7.2,64,14,357.1,154,94,63.8,435,914,-52.4,4143,4111,0.8,1123,23.3,1580,30.4,-7.1,2416,50.1,1995,38.4,11.7,4822,0.1,5159,0.8,4294,4511,528,648,-14.4
CG17031770300,17031770300,0.632625,-0.6,25.3,-2.7,7050,6892,2.3,19,308,-93.8,391,465,-15.9,801,623,28.6,5807,5309,9.4,2019,28.6,2095,30.4,-1.8,3088,43.8,2673,38.8,5,7050,0,6892,0,5168,5487,1882,1405,42.2
CG17031770400,17031770400,0.565,-0.7,11,3.8,4891,4518,8.3,132,49,169.4,444,527,-15.7,1160,776,49.5,2975,3059,-2.7,1414,28.9,1395,30.9,-2,2036,41.6,1599,35.4,6.2,4891,0,4518,0,3126,3057,1765,1461,18.1
CG17031770500,17031770500,0.36925,-1.2,-14.8,11.5,3941,4322,-8.8,70,135,-48.1,0,74,-100,3257,3280,-0.7,590,876,-32.6,1646,41.8,1911,44.2,-2.4,606,15.4,632,14.6,0.8,3941,0,4322,0,2581,2881,1360,1441,5.3
CG17031770601,17031770601,0.33,0.4,-17.4,7.5,3253,3242,0.3,23,0,UNDEF,340,226,50.4,647,238,171.8,2214,2778,-20.3,1091,33.5,902,27.8,5.7,1386,42.6,1227,37.8,4.8,3001,7.7,2981,8.1,2801,2729,200,252,-22.7
CG17031770602,17031770602,0.5855,4.6,27.5,3.5,5078,5235,-3,145,155,-6.5,409,518,-21,2528,2291,10.3,1979,2242,-11.7,1695,33.4,2323,44.4,-11,1627,32,1105,21.1,10.9,4946,2.6,4868,7,2195,2249,2751,2619,7.6
CG17031770700,17031770700,0.492,1.8,17.6,1,2630,2496,5.4,72,59,22,58,57,1.8,349,131,166.4,2142,2249,-4.8,908,34.5,883,35.4,-0.9,1013,38.5,924,37,1.5,2630,0,2496,0,1298,1127,1332,1369,-15.5
CG17031770800,17031770800,0.621375,-1,18.9,-7.3,5617,5736,-2.1,63,229,-72.5,128,353,-63.7,1377,1268,8.6,3775,3759,0.4,1901,33.8,2232,38.9,-5.1,2124,37.8,1527,26.6,11.2,5617,0,5736,0,4161,3842,1456,1894,-29
CG17031770901,17031770901,0.630125,-6.6,14.2,3.9,5468,4766,14.7,19,0,UNDEF,386,198,94.9,394,544,-27.6,4669,3997,16.8,1829,33.4,1762,37,-3.6,2204,40.3,1651,34.6,5.7,5468,0,4766,0,4808,4194,660,572,0.6
CG17031770902,17031770902,0.52875,1.1,5.7,-0.9,3606,3516,2.6,25,0,UNDEF,145,102,42.2,210,126,66.7,3216,3288,-2.2,1252,34.7,1644,46.8,-12.1,1543,42.8,1221,34.7,8.1,3602,0.1,3516,0,2841,2717,761,799,-8.9
CG17031800100,17031800100,0.653125,-8.2,2,-1.8,2568,2505,2.5,0,0,UNDEF,91,9,911.1,19,122,-84.4,2414,2285,5.6,93,3.6,45,1.8,1.8,1548,60.3,870,34.7,25.6,2568,0,2505,0,2414,2388,154,117,30.2
CG17031800200,17031800200,0.488875,-1.4,1.7,-0.2,6261,6082,2.9,142,123,15.4,202,186,8.6,402,234,71.8,5504,5498,0.1,177,2.8,118,1.9,0.9,3953,63.1,1973,32.4,30.7,6256,0.1,6082,0,6057,5742,199,340,-44.5
